id,kingdom,phylum,class,order,family,genus,species,total_reads,keySpecies,endangered,domesticated,invasive,common,note
GSFX_000001185,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Tranopelta,Genus_Tranopelta,163,yes,no,no,no,neotropical ants,
GSFX_000101160,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Wasmannia,Genus_Wasmannia,10,yes,no,no,yes,electric ant,highly invasive in many countries.
GSFX_000001677,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Family_Ichneumonidae,Family_Ichneumonidae,755,yes,no,no,no,ichneumon wasps,parasitic wasps
GSFX_000000692,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,2997,yes,no,no,no,hymenoptera,"includes ants, wasps, bees"
GSFX_000002340,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,423,yes,no,no,no,hymenoptera,
GSFX_000007998,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,218,yes,no,no,no,hymenoptera,
GSFX_000012560,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,107,yes,no,no,no,hymenoptera,
GSFX_000024545,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,45,yes,no,no,no,hymenoptera,
GSFX_000059427,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,13,yes,no,no,no,hymenoptera,
GSFX_000152465,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,3,yes,no,no,no,hymenoptera,
GSFX_000262621,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,2,yes,no,no,no,hymenoptera,
GSFX_000538595,Metazoa,Arthropoda,Insecta,Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,Order_Hymenoptera,2,yes,no,no,no,hymenoptera,
GSFX_000018397,Metazoa,Arthropoda,Insecta,Hymenoptera,Platygastridae,Family_Platygastridae,Family_Platygastridae,262,yes,no,no,no,parasitic wasps,
ZSFX_000024451,Metazoa,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Genus_Coleophora,12,yes,no,no,no,coleophora moths,
ZSFX_000000041,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Argyria,Genus_Argyria,7812,yes,no,no,no,argyria moths,
ZSFX_000000266,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Hileithia,Genus_Hileithia,8837,yes,no,no,no,hileithia moths,
ZSFX_000179323,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Family_Erebidae,Genus_Family_Erebidae,2,yes,no,no,no,macromoths,
ZSFX_000003583,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Heliura,Genus_Heliura,52,yes,no,no,no,macromoths,
ZSFX_000042116,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Family_Geometridae,Family_Geometridae,5,yes,no,no,no,inchworms,
ZSFX_000014990,Metazoa,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Pararguda,Genus_Pararguda,11,yes,no,no,yes,Australian moths,
GSFX_000030775,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua_pronuba,82,yes,no,no,no,large yellow underwing,
ZSFX_000000207,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua_sp._BIOUG24176-E11,6237,yes,no,no,no,yellow underwing,
ZSFX_000000027,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hermeuptychia,Hermeuptychia_hermes,11621,yes,no,no,no,Hermes satyr,
ZSFX_000008591,Metazoa,Arthropoda,Insecta,Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,10,yes,no,no,no,moths and butterflies,
ZSFX_000068815,Metazoa,Arthropoda,Insecta,Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,7,yes,no,no,no,moths and butterflies,
ZSFX_000103197,Metazoa,Arthropoda,Insecta,Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,2,yes,no,no,no,moths and butterflies,
ZSFX_000175427,Metazoa,Arthropoda,Insecta,Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,Order_Lepidoptera,2,yes,no,no,no,moths and butterflies,
ZSFX_000076948,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Family_Saturniidae,Family_Saturniidae,6,yes,no,no,no,saturniids,
ZSFX_000042792,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Family_Saturniidae,Family_Saturniidae,4,yes,no,no,no,saturniids,
ZSFX_000136238,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Family_Saturniidae,Family_Saturniidae,2,yes,no,no,no,saturniids,
ZSFX_000014244,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,55,yes,no,no,no,saturniids,
ZSFX_000023852,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,9,yes,no,no,no,saturniids,
ZSFX_000045112,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,9,yes,no,no,no,saturniids,
ZSFX_000111310,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,9,yes,no,no,no,saturniids,
ZSFX_000083985,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,8,yes,no,no,no,saturniids,
ZSFX_000055745,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,7,yes,no,no,no,saturniids,
ZSFX_000091642,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,7,yes,no,no,no,saturniids,
ZSFX_000018650,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,6,yes,no,no,no,saturniids,
ZSFX_000039101,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,5,yes,no,no,no,saturniids,
ZSFX_000106935,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,3,yes,no,no,no,saturniids,
ZSFX_000178638,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,3,yes,no,no,no,saturniids,
ZSFX_000157580,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Genus_Hylesia,2,yes,no,no,no,saturniids,
ZSFX_000000211,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,21290,yes,no,no,no,saturniids,
ZSFX_000001943,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,67,yes,no,no,no,saturniids,
ZSFX_000014485,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,25,yes,no,no,no,saturniids,
ZSFX_000056875,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,21,yes,no,no,no,saturniids,
ZSFX_000143082,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,13,yes,no,no,no,saturniids,
ZSFX_000017894,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,4,yes,no,no,no,saturniids,
ZSFX_000002007,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,4,yes,no,no,no,saturniids,
ZSFX_000070758,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,3,yes,no,no,no,saturniids,
ZSFX_000060695,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,2,yes,no,no,no,saturniids,
ZSFX_000182526,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia_sp._BOLD:AAA3015,2,yes,no,no,no,saturniids,
GSFX_000005554,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis,Genus_Clepsis,71,yes,no,no,no,Clepsis moths,includes pest species
ZSFX_000133918,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Family_Tortricidae,Family_Tortricidae,3,yes,no,no,no,tortrix moths,
ZSFX_000033830,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Family_Tortricidae,Family_Tortricidae,3,yes,no,no,no,tortrix moths,
GSFX_000011478,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,Family_Acrididae,Family_Acrididae,391,no,no,no,no,grasshoppers,
GSFX_000035527,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,Family_Acrididae,Family_Acrididae,118,no,no,no,no,grasshoppers,
GSFX_000079330,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,Family_Acrididae,Family_Acrididae,14,no,no,no,no,grasshoppers,
GSFX_000069979,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,Family_Acrididae,Family_Acrididae,5,no,no,no,no,grasshoppers,
GSFX_000069810,Metazoa,Arthropoda,Insecta,Orthoptera,Gryllidae,Family_Gryllidae,Family_Gryllidae,23,no,no,no,no,grasshoppers,
GSFX_000000011,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,11799,no,no,no,no,grasshoppers,
GSFX_000001874,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,529,no,no,no,no,grasshoppers,
GSFX_000008759,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,286,no,no,no,no,grasshoppers,
GSFX_000004850,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,281,no,no,no,no,grasshoppers,
GSFX_000009366,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,135,no,no,no,no,grasshoppers,
GSFX_000007348,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,119,no,no,no,no,grasshoppers,
GSFX_000023068,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,95,no,no,no,no,grasshoppers,
GSFX_000037813,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,71,no,no,no,no,grasshoppers,
GSFX_000033418,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,66,no,no,no,no,grasshoppers,
GSFX_000009996,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,60,no,no,no,no,grasshoppers,
GSFX_000001592,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,44,no,no,no,no,grasshoppers,
GSFX_000002669,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,44,no,no,no,no,grasshoppers,
GSFX_000069659,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,31,no,no,no,no,grasshoppers,
GSFX_000070012,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,23,no,no,no,no,grasshoppers,
GSFX_000064991,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,19,no,no,no,no,grasshoppers,
GSFX_000081284,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,16,no,no,no,no,grasshoppers,
GSFX_000129874,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,14,no,no,no,no,grasshoppers,
GSFX_000148224,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,13,no,no,no,no,grasshoppers,
GSFX_000059119,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,9,no,no,no,no,grasshoppers,
GSFX_000099828,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,9,no,no,no,no,grasshoppers,
GSFX_000144181,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,8,no,no,no,no,grasshoppers,
GSFX_000261656,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,7,no,no,no,no,grasshoppers,
GSFX_000096942,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,2,no,no,no,no,grasshoppers,
GSFX_000210542,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,2,no,no,no,no,grasshoppers,
GSFX_000239426,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,2,no,no,no,no,grasshoppers,
GSFX_000413068,Metazoa,Arthropoda,Insecta,Orthoptera,Order_Orthoptera,Order_Orthoptera,Order_Orthoptera,2,no,no,no,no,grasshoppers,
GSFX_000024645,Metazoa,Arthropoda,Insecta,Psocoptera,Order_Psocoptera,Order_Psocoptera,Order_Psocoptera,25,no,no,no,no,booklice,
GSFX_000124542,Metazoa,Arthropoda,Insecta,Thysanoptera,Order_Thysanoptera,Order_Thysanoptera,Order_Thysanoptera,8,no,no,no,no,thrips,
GSFX_000000149,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,2566,no,no,no,no,crustaceans,likely woodlice
GSFX_000031221,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,95,no,no,no,no,crustaceans,likely woodlice
GSFX_000018532,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,85,no,no,no,no,crustaceans,likely woodlice
GSFX_000019151,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,51,no,no,no,no,crustaceans,likely woodlice
GSFX_000000162,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,32,no,no,no,no,crustaceans,likely woodlice
GSFX_000080832,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,8,no,no,no,no,crustaceans,likely woodlice
GSFX_000055958,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,6,no,no,no,no,crustaceans,likely woodlice
GSFX_000455939,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,3,no,no,no,no,crustaceans,likely woodlice
GSFX_000117091,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,2,no,no,no,no,crustaceans,likely woodlice
GSFX_000184203,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,2,no,no,no,no,crustaceans,likely woodlice
ZSFX_000041925,Metazoa,Arthropoda,Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,Class_Malacostraca,20,no,no,no,no,crustaceans,likely woodlice
GSFX_000004041,Metazoa,Arthropoda,Ostracoda,Class_Ostracoda,Class_Ostracoda,Class_Ostracoda,Class_Ostracoda,939,no,no,no,no,seed shrimp,
GSFX_000012528,Metazoa,Arthropoda,Ostracoda,Class_Ostracoda,Class_Ostracoda,Class_Ostracoda,Class_Ostracoda,545,no,no,no,no,seed shrimp,
GSFX_000018791,Metazoa,Arthropoda,Ostracoda,Class_Ostracoda,Class_Ostracoda,Class_Ostracoda,Class_Ostracoda,136,no,no,no,no,seed shrimp,
GSFX_000038749,Metazoa,Arthropoda,Pauropoda,Class_Pauropoda,Class_Pauropoda,Class_Pauropoda,Class_Pauropoda,15,no,no,no,no,millipede-like,live in soil and leaf mold
GSFX_000003937,Metazoa,Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,543,no,no,no,no,arthropods,
GSFX_000012847,Metazoa,Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,466,no,no,no,no,arthropods,
GSFX_000005635,Metazoa,Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,137,no,no,no,no,arthropods,
GSFX_000013800,Metazoa,Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,109,no,no,no,no,arthropods,
GSFX_000036787,Metazoa,Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,46,no,no,no,no,arthropods,
GSFX_000010557,Metazoa,Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,Phylum_Arthropoda,8,no,no,no,no,arthropods,
GSFX_000001892,Metazoa,Arthropoda,Symphyla,Class_Symphyla,Class_Symphyla,Class_Symphyla,Class_Symphyla,3604,no,no,no,no,garden centipedes,
GSFX_000030785,Metazoa,Arthropoda,Symphyla,Class_Symphyla,Class_Symphyla,Class_Symphyla,Class_Symphyla,8,no,no,no,no,garden centipedes,
GSFX_000019555,Metazoa,Mollusca,Gastropoda,Class_Gastropoda,Class_Gastropoda,Class_Gastropoda,Class_Gastropoda,86,no,no,no,no,slugs and snails,
GSFX_000023185,Metazoa,Mollusca,Gastropoda,Class_Gastropoda,Class_Gastropoda,Class_Gastropoda,Class_Gastropoda,96,no,no,no,no,slugs and snails,
GSFX_000010386,Metazoa,Mollusca,Gastropoda,Stylommatophora,Pupillidae,Gastrocopta,Gastrocopta_servilis,703,no,no,no,no,land snail,
GSFX_000017956,Metazoa,Nematoda,Chromadorea,Class_Chromadorea,Class_Chromadorea,Class_Chromadorea,Class_Chromadorea,23,no,no,no,no,roundworms,
GSFX_000040390,Metazoa,Nematoda,Chromadorea,Class_Chromadorea,Class_Chromadorea,Class_Chromadorea,Class_Chromadorea,8,no,no,no,no,roundworms,
ZSFX_000005924,Metazoa,Nematoda,Chromadorea,Class_Chromadorea,Class_Chromadorea,Class_Chromadorea,Class_Chromadorea,113,no,no,no,no,roundworms,
ZSFX_000089815,Metazoa,Onychophora,Udeonychophora,Class_Udeonychophora,Class_Udeonychophora,Class_Udeonychophora,Class_Udeonychophora,4,no,no,no,no,velvet worms,
GSFX_000027413,Metazoa,Tardigrada,Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,156,no,no,no,no,water bears,
GSFX_000085738,Metazoa,Tardigrada,Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,11,no,no,no,no,water bears,
GSFX_000386941,Metazoa,Tardigrada,Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,2,no,no,no,no,water bears,
ZSFX_000000267,Metazoa,Tardigrada,Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,Class_Eutardigrada,2268,no,no,no,no,water bears,
